,location,total_sqft,bath,price,BHK,price_per_sqft
442,Akshaya Nagar,1100.0,2.0,48.0,2,4363.636363636364
443,Akshaya Nagar,1896.0,3.0,102.0,3,5379.7468354430375
444,Akshaya Nagar,1300.0,2.0,66.0,2,5076.923076923077
445,Akshaya Nagar,1225.0,2.0,68.0,2,5551.0204081632655
446,Akshaya Nagar,1179.0,2.0,51.0,2,4325.699745547074
447,Akshaya Nagar,1421.0,2.0,73.0,3,5137.227304714989
448,Akshaya Nagar,1893.0,4.0,95.0,3,5018.489170628632
449,Akshaya Nagar,900.0,2.0,45.0,2,5000.0
450,Akshaya Vana,4000.0,4.0,170.0,4,4250.0
451,Akshaya Vana,1300.0,2.0,49.0,3,3769.230769230769
452,Akshaya Vana,1280.0,2.0,49.0,3,3828.125
453,Akshaya Vana,1141.0,2.0,55.0,2,4820.333041191937
454,Akshaya Vana,1260.0,2.0,49.0,3,3888.8888888888887
455,Akshaya Vana,1427.0,2.0,52.0,2,3644.008409250175
456,Akshayanagara East,1693.0,3.0,108.0,3,6379.208505611341
457,Akshayanagara East,1210.0,2.0,76.0,2,6280.99173553719
458,Akshayanagara East,1519.0,3.0,67.23,3,4425.938117182357
459,Akshayanagara East,1595.0,3.0,70.39,3,4413.166144200627
460,Akshayanagara East,1230.0,2.0,50.0,2,4065.040650406504
461,Akshayanagara East,595.0,1.0,40.0,1,6722.689075630252
462,Akshayanagara East,1145.0,2.0,44.0,2,3842.7947598253277
463,Akshya Nagar,2400.0,6.0,130.0,6,5416.666666666667
464,Akshya Nagar,1380.0,2.0,75.0,2,5434.782608695652
465,Akshya Nagar,1320.0,2.0,58.0,3,4393.939393939394
466,Alfa Garden Layout,1240.0,2.0,43.79,2,3531.451612903226
467,Alfa Garden Layout,1050.0,2.0,38.0,2,3619.0476190476193
468,Alfa Garden Layout,1190.0,2.0,46.41,2,3900.0
469,Alur,530.0,1.0,20.0,1,3773.5849056603774
470,Alur,425.0,1.0,15.0,1,3529.4117647058824
471,Amarjyothi Colony,1355.0,3.0,61.0,3,4501.845018450184
472,Ambalipura,1105.0,2.0,75.0,2,6787.330316742082
473,Ambalipura,1800.0,3.0,110.0,3,6111.111111111111
474,Ambalipura,1150.0,2.0,80.0,2,6956.521739130435
475,Ambalipura,1250.0,2.0,66.25,2,5300.0
476,Ambalipura,1332.0,2.0,79.0,2,5930.930930930931
477,Ambalipura,1730.0,3.0,120.0,3,6936.416184971098
479,Ambalipura,1230.0,2.0,66.25,2,5386.178861788618
480,Ambalipura,1351.0,2.0,77.0,2,5699.481865284974
484,Ambalipura,1303.0,2.0,80.0,2,6139.677666922486
485,Ambalipura,1607.0,2.0,112.0,3,6969.508400746733
486,Ambalipura,770.0,1.0,43.82,1,5690.909090909091
487,Ambalipura,1700.0,2.0,76.0,2,4470.588235294118
488,Ambalipura,1060.0,2.0,58.5,2,5518.867924528302
489,Ambalipura,1650.0,3.0,100.0,3,6060.606060606061
490,Ambalipura,1607.0,2.0,112.0,3,6969.508400746733
491,Ambalipura,1198.0,2.0,80.0,2,6677.79632721202
492,Ambedkar Colony,1468.0,2.0,140.0,2,9536.784741144415
493,Ambedkar Colony,1463.0,1.0,142.0,2,9706.083390293916
494,Ambedkar Colony,1910.0,3.0,190.0,3,9947.643979057591
495,Ambedkar Colony,1464.0,2.0,145.0,2,9904.371584699453
496,Ambedkar Nagar,1935.0,4.0,130.0,3,6718.3462532299745
497,Ambedkar Nagar,1424.0,2.0,90.0,2,6320.224719101124
498,Ambedkar Nagar,2225.0,4.0,169.0,3,7595.505617977528
499,Ambedkar Nagar,1862.0,3.0,120.0,3,6444.68313641246
500,Ambedkar Nagar,1850.0,4.0,139.0,3,7513.513513513513
501,Ambedkar Nagar,1936.0,4.0,126.0,3,6508.264462809917
502,Ambedkar Nagar,1862.0,3.0,119.0,3,6390.977443609023
503,Ambedkar Nagar,1424.0,2.0,90.0,2,6320.224719101124
504,Ambedkar Nagar,2150.0,4.0,125.0,3,5813.953488372093
505,Ambedkar Nagar,3530.0,4.0,290.0,4,8215.297450424929
506,Ambedkar Nagar,1856.0,3.0,120.0,3,6465.517241379311
507,Ambedkar Nagar,1852.0,3.0,130.0,3,7019.438444924406
508,Ambedkar Nagar,1850.0,4.0,120.0,3,6486.486486486487
509,Ambedkar Nagar,1367.0,2.0,86.0,2,6291.148500365764
510,Ambedkar Nagar,3565.0,4.0,255.0,4,7152.875175315568
511,Ambedkar Nagar,1409.0,2.0,95.0,2,6742.370475514549
512,Ambedkar Nagar,1950.0,4.0,120.0,3,6153.846153846154
513,Ambedkar Nagar,1921.0,4.0,129.0,3,6715.252472670484
514,Ambedkar Nagar,1920.0,4.0,121.0,3,6302.083333333333
515,Ambedkar Nagar,1935.0,4.0,125.0,3,6459.948320413437
516,Ambedkar Nagar,1852.0,4.0,122.0,3,6587.473002159827
517,Ambedkar Nagar,1950.0,4.0,120.0,3,6153.846153846154
518,Ambedkar Nagar,1852.0,3.0,125.0,3,6749.460043196545
519,Ambedkar Nagar,1850.0,4.0,121.0,3,6540.540540540541
520,Ambedkar Nagar,1425.0,2.0,94.0,2,6596.491228070176
521,Ambedkar Nagar,2395.0,4.0,150.0,3,6263.048016701461
522,Amblipura,1605.0,3.0,100.0,3,6230.529595015576
523,Amblipura,1300.0,2.0,80.0,3,6153.846153846154
524,Amblipura,1175.0,2.0,83.0,2,7063.829787234043
525,Amruthahalli,900.0,2.0,40.0,2,4444.444444444444
526,Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
527,Amruthahalli,1900.0,3.0,135.0,3,7105.263157894737
528,Amruthahalli,924.0,2.0,45.0,2,4870.12987012987
529,Amruthahalli,900.0,2.0,60.0,2,6666.666666666667
530,Amruthahalli,1100.0,2.0,45.0,2,4090.909090909091
531,Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
535,Amruthahalli,1450.0,2.0,85.0,3,5862.068965517241
536,Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
537,Amruthahalli,1250.0,2.0,79.0,2,6320.0
538,Amruthahalli,1190.0,2.0,50.0,2,4201.680672268908
539,Amruthahalli,1202.0,2.0,65.0,2,5407.65391014975
540,Amruthahalli,1340.0,2.0,75.0,2,5597.014925373134
541,Amruthahalli,2650.0,4.0,175.0,3,6603.773584905661
542,Amruthahalli,1450.0,2.0,90.0,3,6206.896551724138
543,Amruthahalli,1025.0,2.0,42.0,2,4097.5609756097565
544,Amruthahalli,485.0,1.0,19.5,1,4020.618556701031
545,Amruthnagar,1350.0,2.0,67.5,2,5000.0
546,Amruthnagar,1365.0,3.0,60.0,2,4395.604395604396
547,Amruthnagar,1000.0,2.0,51.0,2,5100.0
548,Anand Nagar,1060.0,2.0,55.0,2,5188.679245283019
549,Anand Nagar,1135.0,2.0,55.0,2,4845.814977973569
550,Anand Nagar,3515.0,3.0,420.0,3,11948.790896159317
551,Anand Nagar,1080.0,2.0,75.0,3,6944.444444444444
552,Anand nagar,1200.0,2.0,70.0,2,5833.333333333333
553,Anand nagar,2010.0,3.0,125.0,3,6218.905472636816
554,Anandapura,1167.0,2.0,43.76,2,3749.7857754927163
555,Anandapura,1000.0,2.0,55.0,2,5500.0
556,Anandapura,1141.0,2.0,42.79,2,3750.219106047327
558,Anandapura,1200.0,2.0,67.0,2,5583.333333333333
559,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
560,Anandapura,1151.0,2.0,43.1,2,3744.5699391833186
561,Anandapura,1141.0,2.0,42.75,2,3746.7134092900965
562,Anandapura,900.0,2.0,48.0,2,5333.333333333333
563,Anandapura,1749.0,4.0,90.0,4,5145.797598627787
564,Anandapura,1151.0,2.0,42.9,2,3727.193744569939
566,Anandapura,1250.0,2.0,45.0,2,3600.0
567,Anandapura,1151.0,2.0,43.16,2,3749.7827975673326
568,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
569,Anandapura,1200.0,2.0,66.0,3,5500.0
570,Anandapura,1415.0,2.0,74.0,3,5229.681978798587
571,Anandapura,1200.0,2.0,50.0,2,4166.666666666667
572,Anandapura,1141.0,2.0,50.0,2,4382.120946538124
574,Anantapura,1200.0,2.0,37.0,2,3083.3333333333335
575,Anantapura,1600.0,3.0,77.0,3,4812.5
576,Ananth Nagar,500.0,1.0,14.0,1,2800.0
577,Ananth Nagar,1100.0,2.0,31.5,2,2863.6363636363635
578,Ananth Nagar,982.0,2.0,24.55,2,2500.0
579,Ananth Nagar,500.0,2.0,14.0,1,2800.0
580,Ananth Nagar,900.0,2.0,22.5,2,2500.0
581,Ananth Nagar,908.0,2.0,26.0,2,2863.4361233480176
582,Ananth Nagar,870.0,2.0,36.0,2,4137.931034482759
583,Ananth Nagar,937.0,2.0,35.0,2,3735.325506937033
584,Ananth Nagar,960.0,2.0,37.0,2,3854.1666666666665
585,Ananth Nagar,500.0,1.0,14.0,1,2800.0
586,Ananth Nagar,1000.0,2.0,29.7,2,2970.0
587,Ananth Nagar,850.0,2.0,25.99,2,3057.6470588235293
588,Ananth Nagar,902.0,2.0,25.26,2,2800.4434589800444
589,Ananth Nagar,1470.0,3.0,54.0,3,3673.469387755102
590,Ananth Nagar,810.0,2.0,25.5,2,3148.1481481481483
591,Ananth Nagar,890.0,2.0,27.0,2,3033.7078651685392
592,Ananth Nagar,1200.0,2.0,36.0,2,3000.0
594,Ananth Nagar,1319.0,3.0,42.0,3,3184.230477634572
595,Ananth Nagar,1000.0,2.0,25.0,2,2500.0
596,Ananth Nagar,902.0,2.0,25.0,2,2771.6186252771618
597,Ananth Nagar,930.0,2.0,25.99,2,2794.6236559139784
598,Ananth Nagar,1074.0,2.0,26.85,2,2500.0
599,Ananth Nagar,500.0,1.0,14.0,1,2800.0
600,Ananth Nagar,1010.0,2.0,38.0,2,3762.3762376237623
601,Ananth Nagar,992.0,2.0,24.8,2,2500.0
602,Andrahalli,1200.0,4.0,135.0,4,11250.0
603,Anekal,1200.0,1.0,36.0,2,3000.0
604,Anekal,656.0,2.0,22.0,2,3353.6585365853657
605,Anekal,620.0,2.0,22.0,2,3548.3870967741937
606,Anekal,600.0,1.0,16.5,1,2750.0
607,Anekal,925.0,2.0,40.0,2,4324.324324324324
608,Anekal,530.0,1.0,18.0,1,3396.2264150943397
609,Anekal,1800.0,3.0,68.0,3,3777.777777777778
610,Anekal,1200.0,1.0,36.0,2,3000.0
611,Anekal,1035.0,2.0,38.3,2,3700.483091787439
612,Anekal,888.0,2.0,34.0,2,3828.828828828829
613,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
614,Anekal,700.0,1.0,19.4,2,2771.428571428571
615,Anekal,1200.0,1.0,36.0,2,3000.0
616,Anekal,1200.0,2.0,36.0,4,3000.0
617,Anekal,766.0,2.0,28.0,2,3655.3524804177546
618,Anekal,967.0,2.0,45.0,3,4653.567735263702
619,Anekal,620.0,1.0,23.5,2,3790.3225806451615
620,Anekal,1150.0,3.0,45.0,3,3913.0434782608695
621,Anekal,1200.0,1.0,36.0,2,3000.0
622,Anekal,1200.0,1.0,36.0,2,3000.0
623,Anekal,400.0,1.0,11.5,1,2875.0
624,Anekal,456.0,1.0,15.0,1,3289.4736842105262
625,Anekal,1200.0,1.0,36.0,2,3000.0
626,Anekal,1200.0,1.0,36.0,2,3000.0
627,Anekal,2400.0,4.0,95.0,3,3958.3333333333335
628,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
629,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
630,Anekal,680.0,1.0,21.0,2,3088.235294117647
631,Anekal,420.0,1.0,12.5,1,2976.190476190476
632,Anekal,614.0,1.0,28.0,2,4560.260586319218
633,Anekal,1140.0,2.0,52.0,2,4561.403508771929
634,Anekal,625.0,1.0,25.0,2,4000.0
635,Anjanapura,1850.0,4.0,86.0,4,4648.648648648648
636,Anjanapura,1070.0,2.0,39.0,2,3644.8598130841124
637,Anjanapura,1500.0,3.0,121.0,3,8066.666666666667
638,Anjanapura,1070.0,2.0,37.0,2,3457.9439252336447
639,Anjanapura,950.0,2.0,40.0,2,4210.526315789473
640,Anjanapura,1280.0,2.0,45.0,3,3515.625
641,Anjanapura,710.0,2.0,25.0,2,3521.1267605633802
643,Anjanapura,950.0,2.0,32.0,2,3368.4210526315787
644,Anjanapura,1800.0,4.0,55.0,4,3055.5555555555557
645,Anjanapura,1843.0,3.0,87.54,3,4749.864351600651
646,Anjanapura,1076.0,2.0,30.13,2,2800.185873605948
647,Anjanapura,950.0,2.0,30.0,2,3157.8947368421054
648,Anjappa Layout,1348.0,2.0,100.0,2,7418.39762611276
649,Ankappa Layout,1105.0,2.0,50.0,2,4524.886877828054
650,Annaiah Reddy Layout,540.0,1.0,22.0,1,4074.074074074074
651,Annaiah Reddy Layout,1075.0,2.0,48.0,2,4465.116279069767
652,Annapurneshwari Nagar,1200.0,5.0,270.0,4,22500.0
653,Anugrah Layout,1567.0,3.0,100.0,3,6381.620931716656
654,Anwar Layout,610.0,1.0,28.0,1,4590.163934426229
655,Ardendale,1750.0,3.0,100.0,3,5714.285714285715
656,Ardendale,3198.0,4.0,200.0,4,6253.908692933083
657,Ardendale,2422.0,4.0,160.0,4,6606.110652353427
658,Ardendale,1750.0,3.0,100.0,3,5714.285714285715
659,Ardendale,3200.0,4.0,205.0,4,6406.25
660,Ardendale,1728.0,3.0,95.0,3,5497.685185185185
661,Ardendale,2062.0,3.0,140.0,4,6789.524733268671
662,Ardendale,1732.46,3.0,92.0,3,5310.367916142364
663,Ardendale,2062.0,3.0,150.0,4,7274.4907856450045
665,Ardendale,1224.0,2.0,70.0,2,5718.954248366013
666,Ardendale,1777.26,3.0,105.0,3,5907.970696465346
667,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
668,Ardendale,2062.0,3.0,140.0,4,6789.524733268671
669,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
670,Ardendale,1224.0,2.0,67.0,2,5473.856209150327
671,Ardendale,1723.0,3.0,95.0,3,5513.6390017411495
672,Ardendale,1777.26,3.0,89.0,3,5007.7084950991975
673,Ardendale,1777.26,3.0,92.0,3,5176.507657855351
674,Arehalli,1350.0,2.0,65.0,3,4814.814814814815
675,Arekere,2060.0,3.0,140.0,3,6796.116504854369
676,Arekere,920.0,2.0,40.0,2,4347.826086956522
677,Arekere,1740.0,2.0,95.0,3,5459.770114942528
678,Arekere,1190.0,2.0,55.0,2,4621.848739495798
679,Arekere,600.0,1.0,28.0,1,4666.666666666667
680,Arekere,2072.0,3.0,108.0,3,5212.355212355213
681,Arekere,1100.0,2.0,55.0,2,5000.0
682,Arekere,900.0,2.0,50.0,2,5555.555555555556
684,Arekere,1240.0,2.0,60.0,2,4838.709677419355
685,Arekere,900.0,2.0,44.5,2,4944.444444444444
686,Ashirvad Colony,1000.0,2.0,53.0,2,5300.0
687,Ashirvad Colony,1100.0,2.0,53.0,2,4818.181818181818
688,Ashirvad Colony,2050.0,3.0,100.0,4,4878.048780487805
689,Ashok Nagar,8321.0,5.0,2912.0,4,34995.79377478668
690,Ashwath Nagar,1644.0,3.0,84.0,3,5109.489051094891
691,Ashwath Nagar,1640.0,3.0,84.0,3,5121.951219512195
692,Ashwath Nagar,1220.0,2.0,65.0,2,5327.868852459016
693,Ashwathnagar,936.0,2.0,42.0,2,4487.179487179487
694,Ashwathnagar,936.0,2.0,43.0,2,4594.017094017094
695,Ashwathnagar,1100.0,2.0,55.0,2,5000.0
696,Ashwini layout,834.0,1.0,60.0,1,7194.244604316546
697,Ashwini layout,834.0,1.0,62.0,1,7434.052757793765
698,Atmananda Colony,1127.0,2.0,55.0,2,4880.212954747116
699,Atmananda Colony,1125.0,2.0,55.0,2,4888.888888888889
700,Attibele,450.0,1.0,11.0,1,2444.4444444444443
701,Attibele,1600.0,4.0,52.8,4,3300.0
702,Attibele,656.0,2.0,25.0,2,3810.9756097560976
703,Attibele,400.0,1.0,11.0,1,2750.0
704,Attibele,400.0,1.0,12.0,1,3000.0
705,Attibele,400.0,1.0,14.0,1,3500.0
706,Attibele,500.0,1.0,17.0,1,3400.0
707,Attibele,2168.0,4.0,95.0,4,4381.918819188192
708,Attibele,395.0,1.0,10.25,1,2594.9367088607596
709,Attibele,420.0,1.0,17.0,1,4047.6190476190477
711,Attibele,418.0,1.0,12.0,1,2870.813397129187
712,Attibele,1200.0,2.0,42.0,2,3500.0
713,Attibele,400.0,1.0,10.0,1,2500.0
714,Attibele,695.0,1.0,25.0,2,3597.122302158273
715,Attibele,850.0,1.0,25.0,2,2941.176470588235
716,Attibele,2400.0,3.0,120.0,3,5000.0
717,Attibele,450.0,1.0,12.5,1,2777.777777777778
721,Attibele,782.0,1.0,19.55,1,2500.0
723,Attibele,656.0,2.0,25.0,2,3810.9756097560976
724,Attibele,400.0,1.0,11.5,1,2875.0
725,Attibele,460.0,1.0,13.0,1,2826.086956521739
726,Attibele,418.0,2.0,11.5,1,2751.196172248804
727,Attibele,1000.0,2.0,42.0,2,4200.0
728,Attibele,550.0,1.0,11.5,1,2090.909090909091
730,Attibele,410.0,1.0,10.0,1,2439.0243902439024
731,Attibele,1700.0,3.0,65.0,3,3823.529411764706
732,Attibele,400.0,1.0,10.25,1,2562.5
733,Attibele,656.0,2.0,25.0,2,3810.9756097560976
734,Attibele,1500.0,3.0,90.0,3,6000.0
735,Attibele,520.0,1.0,15.0,1,2884.6153846153848
736,Attur Layout,2400.0,4.0,200.0,3,8333.333333333334
737,Attur Layout,1200.0,1.0,65.0,2,5416.666666666667
738,Attur Layout,4000.0,8.0,150.0,7,3750.0
739,Austin Town,400.0,1.0,14.0,1,3500.0
740,Austin Town,1250.0,2.0,60.0,2,4800.0
741,Austin Town,600.0,2.0,23.0,1,3833.3333333333335
742,Austin Town,1000.0,2.0,60.0,2,6000.0
743,Austin Town,975.0,2.0,60.0,2,6153.846153846154
744,Avalahalli,2300.0,3.0,120.0,3,5217.391304347826
745,Avalahalli,833.0,1.0,49.0,1,5882.35294117647
746,Avalahalli,2045.0,3.0,108.0,3,5281.173594132029
747,Ayappa Nagar,1236.0,2.0,50.0,2,4045.3074433656957
748,Ayappa Nagar,1190.0,2.0,48.0,2,4033.6134453781515
749,B Channasandra,1300.0,2.0,79.0,2,6076.923076923077
750,B Channasandra,1080.0,2.0,45.0,2,4166.666666666667
751,B Narayanapura,1313.0,2.0,58.27,2,4437.928408225438
752,B Narayanapura,1460.0,2.0,73.0,3,5000.0
753,B Narayanapura,1405.0,2.0,70.0,3,4982.20640569395
754,B Narayanapura,1060.0,2.0,49.27,2,4648.11320754717
755,B Narayanapura,1020.0,2.0,60.0,2,5882.35294117647
756,B Narayanapura,1020.0,2.0,49.0,2,4803.921568627451
757,B Narayanapura,1765.0,3.0,77.27,3,4377.903682719547
758,B Narayanapura,1075.0,2.0,50.0,2,4651.162790697675
759,BCC Layout,2700.0,3.0,230.0,4,8518.518518518518
760,BCMC Layout,1600.0,2.0,88.0,3,5500.0
761,BEL Road,1050.0,2.0,110.0,2,10476.190476190477
762,BEL Road,1500.0,2.0,203.0,2,13533.333333333334
763,BEL Road,1800.0,3.0,150.0,3,8333.333333333334
764,BEML Layout,1060.0,2.0,55.0,2,5188.679245283019
766,BEML Layout,999.0,2.0,45.0,2,4504.504504504504
767,BEML Layout,2400.0,4.0,225.0,5,9375.0
769,BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
770,BEML Layout,1200.0,2.0,67.0,2,5583.333333333333
771,BEML Layout,2400.0,2.0,228.0,2,9500.0
774,BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
775,BHEL Layout,1200.0,3.0,165.0,4,13750.0
776,BHEL Layout,2400.0,4.0,170.0,6,7083.333333333333
777,BSM Extension,975.0,2.0,45.0,2,4615.384615384615
778,BSM Extension,865.0,2.0,33.0,2,3815.0289017341042
780,BTM 1st Stage,375.0,1.0,40.0,1,10666.666666666666
781,BTM 1st Stage,1717.0,3.0,200.0,3,11648.223645894
783,BTM 2nd Stage,950.0,2.0,52.0,2,5473.684210526316
784,BTM 2nd Stage,1850.0,3.0,170.0,3,9189.18918918919
785,BTM 2nd Stage,1200.0,2.0,80.0,2,6666.666666666667
786,BTM 2nd Stage,1274.0,2.0,70.0,2,5494.505494505494
788,BTM 2nd Stage,1070.0,2.0,48.0,2,4485.981308411215
789,BTM 2nd Stage,1280.0,2.0,80.0,2,6250.0
790,BTM 2nd Stage,1100.0,2.0,70.0,2,6363.636363636364
791,BTM 2nd Stage,1000.0,2.0,58.0,2,5800.0
792,BTM 2nd Stage,2990.0,5.0,416.0,5,13913.04347826087
793,BTM 2nd Stage,1265.0,2.0,55.0,2,4347.826086956522
794,BTM 2nd Stage,2200.0,3.0,220.0,3,10000.0
795,BTM 2nd Stage,2780.0,4.0,325.0,3,11690.647482014389
796,BTM 2nd Stage,2400.0,2.0,360.0,3,15000.0
797,BTM 2nd Stage,965.0,2.0,56.0,2,5803.108808290155
798,BTM 2nd Stage,1147.0,2.0,75.0,2,6538.7968613775065
799,BTM 2nd Stage,1750.0,3.0,172.0,3,9828.57142857143
800,BTM 2nd Stage,1400.0,2.0,90.0,2,6428.571428571428
801,BTM 2nd Stage,1200.0,2.0,70.0,2,5833.333333333333
802,BTM 2nd Stage,1100.0,2.0,47.0,2,4272.727272727273
803,BTM 2nd Stage,930.0,2.0,46.0,2,4946.236559139785
805,BTM 2nd Stage,2500.0,3.0,345.0,3,13800.0
806,BTM 4th Stage,1350.0,2.0,90.0,2,6666.666666666667
807,BTM Layout,1150.0,2.0,63.0,2,5478.260869565217
808,BTM Layout,3300.0,6.0,165.0,6,5000.0
809,BTM Layout,1450.0,2.0,81.0,3,5586.206896551724
810,BTM Layout,1776.0,2.0,75.0,3,4222.972972972973
811,BTM Layout,1458.0,3.0,79.0,3,5418.38134430727
812,BTM Layout,935.0,2.0,51.5,2,5508.0213903743315
813,BTM Layout,1020.0,2.0,46.5,2,4558.823529411765
814,BTM Layout,1600.0,3.0,112.0,3,7000.0
815,BTM Layout,1300.0,2.0,75.0,3,5769.2307692307695
816,BTM Layout,1540.0,2.0,78.0,3,5064.935064935065
817,BTM Layout,450.0,1.0,20.0,1,4444.444444444444
818,BTM Layout,1196.0,2.0,56.81,2,4750.0
819,BTM Layout,1470.0,2.0,99.0,3,6734.693877551021
820,Baba Nagar,1100.0,2.0,52.0,2,4727.272727272727
821,Baba Nagar,700.0,2.0,29.0,2,4142.857142857143
824,Babusapalaya,1611.0,2.0,66.0,3,4096.83426443203
826,Babusapalaya,1675.0,3.0,75.0,3,4477.611940298508
827,Babusapalaya,1141.0,2.0,46.0,2,4031.5512708150745
828,Babusapalaya,1500.0,2.0,57.0,2,3800.0
830,Babusapalaya,1050.0,2.0,45.0,2,4285.714285714285
831,Babusapalaya,1141.0,2.0,45.9,2,4022.787028921998
833,Babusapalaya,1230.0,3.0,53.0,3,4308.943089430894
834,Babusapalaya,1105.0,2.0,40.0,2,3619.9095022624433
835,Babusapalaya,1410.0,2.0,65.0,3,4609.929078014185
836,Babusapalaya,1450.0,2.0,55.99,2,3861.3793103448274
837,Babusapalaya,1100.0,2.0,38.0,2,3454.5454545454545
839,Babusapalaya,1061.0,2.0,33.84,2,3189.4439208294066
840,Babusapalaya,1061.0,2.0,38.95,2,3671.065032987748
841,Babusapalaya,1061.0,2.0,34.0,2,3204.5240339302545
842,Babusapalaya,1245.0,2.0,58.0,2,4658.634538152611
843,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
844,Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
845,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
846,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
847,Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
848,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
849,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
850,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
851,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
852,Bagalakunte,2360.0,4.0,150.0,4,6355.932203389831
853,Bagalakunte,560.0,1.0,21.0,1,3750.0
855,Bagalakunte,1050.0,2.0,40.0,2,3809.5238095238096
856,Bagalur,1200.0,2.0,50.0,2,4166.666666666667
857,Bagalur,985.0,2.0,57.0,2,5786.802030456853
858,Bagalur,1407.0,2.0,83.87,2,5960.90973702914
859,Bagalur,2400.0,4.0,135.0,4,5625.0
860,Bagalur Main Road,4400.0,4.0,350.0,5,7954.545454545455
861,Bagalur Main Road,1220.0,2.0,72.0,2,5901.639344262295
862,Balagere,1210.0,2.0,80.9,2,6685.950413223141
863,Balagere,1210.0,2.0,72.0,2,5950.413223140496
864,Balagere,1205.0,2.0,78.5,2,6514.522821576764
865,Balagere,790.5,1.0,41.9,1,5300.44275774826
868,Balagere,1020.07,2.0,68.38,2,6703.461527150097
869,Balagere,1205.47,2.0,81.0,2,6719.370867794304
870,Balagere,1007.0,2.0,65.0,2,6454.816285998014
872,Balagere,1210.0,2.0,74.0,2,6115.702479338843
873,Balagere,1210.0,2.0,83.0,2,6859.504132231405
874,Balagere,675.0,1.0,45.0,1,6666.666666666667
875,Balagere,656.0,1.0,43.0,1,6554.878048780488
877,Balagere,1012.0,2.0,64.0,2,6324.110671936759
878,Balagere,1007.0,2.0,62.0,2,6156.901688182721
879,Balagere,1007.0,2.0,67.0,2,6653.4260178748755
880,Balagere,1007.0,2.0,66.0,2,6554.121151936445
883,Balagere,645.0,1.0,34.18,1,5299.224806201551
886,Balagere,790.5,1.0,42.295,1,5350.411132194813
887,Balagere,1012.0,2.0,65.0,2,6422.924901185771
888,Balagere,656.0,1.0,38.77,1,5910.0609756097565
889,Balagere,645.0,1.0,39.0,1,6046.511627906977
890,Balagere,645.0,1.0,41.0,1,6356.589147286822
891,Balagere,1210.0,2.0,82.0,2,6776.859504132231
892,Balagere,656.0,1.0,34.77,1,5300.304878048782
893,Balagere,1205.0,2.0,73.87,2,6130.290456431535
894,Balagere,1012.0,2.0,70.0,2,6916.99604743083
895,Balagere,1007.0,2.0,68.0,2,6752.730883813307
897,Balagere,1205.0,2.0,79.0,2,6556.016597510374
898,Balagere,1012.0,2.0,68.0,2,6719.367588932806
899,Balaji Gardens Layout,1051.0,2.0,33.0,2,3139.8667935299713
900,Balaji Gardens Layout,825.0,2.0,40.0,1,4848.484848484848
901,Banagiri Nagar,1525.0,2.0,122.0,3,8000.0
902,Banagiri Nagar,1500.0,2.0,89.99,3,5999.333333333333
903,Banagiri Nagar,1630.0,2.0,97.78,3,5998.773006134969
904,Banagiri Nagar,2008.0,3.0,170.0,3,8466.135458167331
905,Banagiri Nagar,1560.0,2.0,125.0,3,8012.820512820513
906,Banagiri Nagar,1525.0,2.0,91.48,3,5998.688524590164
907,Banagiri Nagar,1500.0,2.0,120.0,3,8000.0
909,Banashankari,1077.0,2.0,37.64,2,3494.8932219127205
910,Banashankari,1470.0,2.0,88.64,3,6029.931972789115
911,Banashankari,1300.0,2.0,75.0,3,5769.2307692307695
912,Banashankari,1800.0,3.0,115.0,3,6388.888888888889
913,Banashankari,1125.0,2.0,63.0,2,5600.0
915,Banashankari,1310.0,2.0,80.0,2,6106.8702290076335
916,Banashankari,2600.0,4.0,135.0,3,5192.307692307692
917,Banashankari,1900.0,2.0,170.0,3,8947.368421052632
918,Banashankari,1260.0,2.0,75.0,2,5952.380952380952
919,Banashankari,1170.0,2.0,46.79,2,3999.1452991452993
921,Banashankari,1350.0,2.0,83.0,3,6148.148148148148
923,Banashankari,1330.0,2.0,78.0,2,5864.661654135339
924,Banashankari,1400.0,2.0,78.0,3,5571.428571428572
925,Banashankari,1700.0,3.0,125.0,3,7352.941176470588
926,Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
